1.025248366,0.393692972,1.258538305,-0.757713678,-0.103265165,-0.188649665,-1.917960617,0.475345132,1.48579602,-0.705329057
0.147680339,-1.088083081,-0.044958597,0.36426627,0.741704298,0.02130605,0.182034228,-1.240669008,-1.017515388,-1.548150976
0.871314001,-6.41969018,-0.265255721,2.149170996,4.376055358,0.125705697,1.074001943,-7.319947144,-6.003340786,-9.13409076
-0.976519914,2.053966455,0.375981699,-1.391522346,0.372781415,-0.467565542,0.771960913,0.569364147,-0.985805855,1.828693712
1.340008566,-1.057080681,-0.418699528,-0.604168235,0.857137366,-1.43341822,0.08566758,-0.743418695,0.748066213,-0.671011549
1.571465873,7.134985935,6.962982297,0.484806151,-0.244795046,3.687619028,-2.553997547,-0.818236003,-2.321858119,5.07769073
0.392866468,1.783746484,1.740745574,0.121201538,-0.061198762,0.921904757,-0.638499387,-0.204559001,-0.58046453,1.269422683
-0.452937456,-1.659027475,0.985555744,-0.974550858,1.195062396,0.744730642,-1.80673851,0.762206582,0.03171408,-0.673696832
0.820430841,-1.756163783,-3.036242447,-0.087778062,1.520112619,2.953007538,-0.949946866,1.174579893,1.70655062,-6.325563845
-0.154798272,0.331351657,0.572875933,0.016561899,-0.286813702,-0.557171234,0.179235258,-0.221618848,-0.321990683,1.193502612
