1.919844408,-14.14508006,-0.584461759,4.735461516,9.642155874,0.276978653,2.36644496,-16.1286971,-13.22770004,-20.12596269
0.147680339,-1.088083081,-0.044958597,0.36426627,0.741704298,0.02130605,0.182034228,-1.240669008,-1.017515388,-1.548150976
0.476115929,0.999452823,0.377788183,0.924951564,0.557707835,0.569184522,-0.139255008,-0.601507963,0.041435442,0.691466084
-0.976519914,2.053966455,0.375981699,-1.391522346,0.372781415,-0.467565542,0.771960913,0.569364147,-0.985805855,1.828693712
-3.798662465,7.989929509,1.46256881,-5.413021927,1.450119703,-1.818829958,3.002927951,2.214826532,-3.834784775,7.11361854
-2.769447747,-1.124619757,-0.609961717,0.723696303,0.192466132,0.340984343,-0.320219442,0.73027195,-0.908185029,-0.425557118
0.392866468,1.783746484,1.740745574,0.121201538,-0.061198762,0.921904757,-0.638499387,-0.204559001,-0.58046453,1.269422683
-0.619193088,1.325406629,2.291503733,0.066247594,-1.147254807,-2.228684934,0.716941031,-0.886475391,-1.287962732,4.774010449
-10.90216127,22.93109769,4.197572483,-15.53537293,4.161843547,-5.220041979,8.618403221,6.356552146,-11.0058323,20.41608521
-0.154798272,0.331351657,0.572875933,0.016561899,-0.286813702,-0.557171234,0.179235258,-0.221618848,-0.321990683,1.193502612
